RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
60170,06119,Connecticut,4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254100,246e3,301400,310500,299500,241500,236100,231700,238400,232700,269100,251600,287800,270400,275e3,235800,234800,238300,249100,212300,219600,224100,253500,254700,252600,249e3,258900,272500,274600,258100,240700,249e3,236300,231300,221800,232900,251400,263800,266400,254900,26e4,262e3,259500,218500,249300,235900,280500,259900,292e3,282100,291800,262700,264200,206700,214800,
97883,94945,California,4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548100,576500,574500,562300,579e3,615200,621500,617900,644900,658200,660200,683e3,680800,663700,619700,624300,635200,683700,682900,702900,653500,657700,651300,685300,685800,662300,647500,652400,687500,728200,760800,737400,698800,673500,700700,715200,755800,761300,774300,750800,727700,706600,677e3,705200,723800,739100,735300,714300,721900,736800,748300,766500,753400,743600,752500,743700,778600,787600,785900,762200,745300,794700,845e3,831800,848400,890300,931700,896800,814200,793400,771e3,912600,905e3,953300,904200,
60927,08033,New Jersey,4618,,,,,,,,,,,,,,,340100,374300,376700,377300,338100,304500,330600,362200,366300,341500,321e3,326e3,361400,366200,375900,395400,394200,406800,346e3,353300,325900,373800,371300,401700,388400,388300,356300,333400,325400,348600,322300,379400,357300,405800,334e3,336800,363400,385400,388e3,348900,364e3,386400,401500,429e3,411700,381400,376900,408900,429e3,385400,345300,335100,353600,372300,385e3,411300,445700,464200,440400,395900,376600,362700,385800,398300,396200,391100,386900,421500,434600,425600,381900,375700,361600,380800,353500,367e3,346200,367300,384400,396200,37e4,363700,389700,417200,423e3,407800,412600,396700,414400,406100,411800,383300,368400,383e3,381100,373100,387400,431900,483800,499300,484700,458700,419200,397700,392900,452700,435800,474300,436800,455100,423700,428600,435100,460900,453600,508100,
79133,48323,Michigan,4619,,,,,,,,,,,,,,,206600,17e4,174e3,159300,168300,151600,160800,173400,172900,177500,159400,174e3,202700,208800,193e3,159100,168700,201900,183400,156800,166100,174e3,177500,155600,155900,183600,180800,205600,190900,171200,154800,158700,189100,188e3,198200,187100,200200,195700,205400,196900,198400,193200,199700,212300,213700,232600,235200,273300,273300,282900,258100,258600,246600,253600,242400,248e3,248600,289100,299500,296400,275200,274100,287200,281500,276100,272400,273600,259200,270400,271200,273600,260900,261300,267400,264600,268400,289500,292400,303800,297500,297900,293200,288500,288400,284700,286200,285e3,289400,294900,297300,291800,283300,286200,287500,296e3,308800,302600,304300,303400,315800,320700,317100,295400,308300,295100,353300,332600,369200,331600,323500,313200,326600,348800,351300,321700,307e3,
60298,06415,Connecticut,4620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214900,203300,206800,189200,196400,195600,208700,222500,206500,217100,197600,208300,210900,213e3,199700,203100,207700,210800,217900,232700,239300,245600,232200,233200,226900,216900,222500,217500,227e3,230100,233500,224e3,226900,214800,228100,215100,226800,237800,219e3,229e3,228300,266e3,268200,264100,269800,266300,273900,267700,257100,252700,241400,235900,224200,
71e3,30273,Georgia,4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85600,87900,85400,87e3,89200,91900,93300,93900,98e3,101500,99500,99300,107300,106800,116700,134200,131600,130200,104200,115300,118300,132500,133300,129900,126e3,131800,128e3,,
93714,81147,Colorado,4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175400,182700,167200,167e3,178200,204100,216e3,207800,193300,162e3,176300,179600,217e3,216400,212500,208100,231700,245700,245900,227600,242500,262400,249800,226500,216e3,222400,232900,237700,224e3,230700,233400,237800,223800,203600,232300,250800,251200,261800,268300,301200,284400,264500,238100,244700,250900,260600,270700,286900,310400,301900,324200,308800,315700,273400,294500,337e3,361300,357100,329500,365300,355e3,347600,327200,330200,300900,269e3,267500,,
63830,15009,Pennsylvania,4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174700,175300,176600,175400,168900,151100,143300,155600,157900,160100,147900,144800,151400,158600,159800,169400,172500,176700,179600,202200,195600,189500,166e3,165500,162e3,158100,161400,162400,167300,171600,169600,164300,169900,171e3,168100,170700,185400,191600,186700,181100,193900,191300,201700,189100,188800,183600,191200,198200,194200,183800,182200,175500
74169,37090,Tennessee,4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214600,205800,206e3,216800,230800,239700,243800,239500,215900,211900,208500,228600,229e3,242100,274600,267200,257200,245e3,249200,258500,247100,245300,265800,261200,284100,274600,294900,268700,252600,247400,281600,
73176,34690,Florida,4625,90600,96300,96300,86e3,69900,68200,75700,76200,77300,84600,81400,78500,67600,69300,66700,67400,66e3,62800,61600,58600,66400,76100,76800,66300,52e3,54600,53800,57800,54900,61800,57800,54400,52600,53500,53e3,48700,45200,49700,48e3,46400,41400,41500,42900,44900,44900,45500,50300,48600,48300,43500,44400,44500,41400,41200,38800,38900,41400,42600,46300,45900,50400,49900,50100,50900,51300,51100,48200,47500,45800,48400,50900,51900,52400,49900,49200,46200,48700,48400,50600,46900,50700,47900,51800,48400,47700,46300,49100,53400,54100,55900,58100,64200,64500,63300,58900,60100,63200,68800,72e3,72400,68500,69600,69500,73500,72200,74700,74600,79400,78e3,83100,79700,81600,85600,87700,90500,89900,94200,99500,95900,100600,100700,106200,101700,98200,95800,101500,106200,110400,112200,117900,
