"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,5000,4795,4962.5,5195,5500,5400,5200,5375,5095,5000,5000,5000,4875,4850,5000,5200,5400,5487.5,5300,5650,5600,5150,5000,5200,5650,5700,5600,5425,5350,5000,5500,5150,5500,5500,5350,5500,5375,5375,5000,5150,5000,5041,5175,5000,4895,4800,4800,4895,4900,5000,5000,5000,5000,4900,4800,4800,4895,5000,4800,5000,5000,5000,5000,5000,4812,4853.5,4950,4846,4997.5,4895,4800,4847.5,4800,5150,5150,5400,5075,4800,4800,4800,4797.5,4800,4950,5000
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,3122.5,3125,3095,3000,2950,2975,3150,3050,2995,2995,2972.5,3000,3000,2900,3200,3200,3200,3600,3547.5,3400,3400,3599,3400,3400,3400,3200,3200,3200,3445,3400,3200,3050,2900,2995,3000,3095,3195,3095,3500,3600,3600,3300,3200,3047.5,3047.5,3100,3147.5,3192.5,3195,3195,3400,3450,3547.5,3300,3200,3300,3250,3400,3300,3300,3200,3300,3500,3600,3795,3600,3400,3395,2997.5,3045,3090,3195,3200,3575,3600,3672.5,3800,3697.5,3400,3200,3200,2995,3200,3540
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,2100,2025,2000,2115,2275,2375,2250,2300,2497.5,2300,2225,2100,2200,2347.5,2300,2372.5,2350,2300,2200,2200,2200,2300,2300,2290,2250,2200,2250,2300,2300,2300,2397.5,2400,2300,2400,2397.5,2350,2300,2300,2350,2350,2375,2400,2400,2400,2400,2350,2300,2350,2275,2298,2200,2250,2295,2400,2300,2300,2200,2150,2300,2197.5,1999.5,2175,2095,2162.5,2100,2200,2200,2200,2200,2250,2300,2400,2400,2400,2300,2300,2289.5,2287.5,2300,2280,2250,2195,2195,2150,2200,2250,2200
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3600,3600,3825,3997.5,3995,3800,3600,3550,3625,3350,3300,3300,3300,3300,3762.5,4200,3995,3995,3695,3600,3400,3300,3600,3897.5
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",5,,,,,,,1300,1300,1350,1350,1325,1312.5,1350,1350,1350,1337.5,1350,1300,1350,1350,1362.5,1395,1400,1397.5,1475,1450,1450,1495,1475,1485,1500,1512.5,1500,1500,1500,1495,1450,1450,1450,1472,1500,1500,1585,1550,1525,1525,1550,1525,1525,1525,1547.5,1550,1550,1532.5,1525,1550,1600,1595,1550,1517,1525,1525,1537.5,1550,1595,1595,1600,1550,1525,1500,1475,1450,1450,1460,1485,1500,1535,1545,1550,1500,1550,1560,1550,1550,1520,1550,1565,1644,1600,1650,1600,1600,1600,1600,1575,1595,1575
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1700,1700,1575,1500,1500,1500,1495,1500,1500,1675,1650,1625,1550,1600,1600,1675,1650,1650,1650,1651.5,1625,1600,1650,1750,1672.5,1600,1650,1630,1625,1600,1597.5,1625,1687.5,1595,1600,1625,1650,1612.5,1582.5,1570,1550,1600,1600,1550,1649.5,1650,1599.5,1650,1695,1675,1675,1600,1600,1600,1599,1600,1637.5,1600,1650,1695,1657.5,1600,1600,1600,1630,1650
"60647","Chicago","IL","Chicago-Naperville-Elgin","Cook County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2697.5,2695,2647.5,2400,2600,2695,2750,2750,2600,2500,2450,2800,2800
"60618","Chicago","IL","Chicago-Naperville-Elgin","Cook County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2997.5,2995,2800,2800,2700,2700,2700,2912.5,3000,3350,2995,2900,2795,2800,2900,2600,2600,2600,2600
"28269","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1575,1627,1649,1625,1595,1650,1649.5,1650,1650,1650,1625,1640,1645,1680,1695,1695,1650,1652.5,1672.5,1695,1655,1598.5,1645,1652.5
"94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2495,2395,2395,2500,2500,2450,2462.5,2500,2400,2400,2525,2645,2595,2475,2500
"79912","El Paso","TX","El Paso","El Paso County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1600,1625,1625,1562.5,1600,1695,1600,1650,1612.5,1650,1685,1725,1750,1695,1700,1700,1800,1700,1695,1575,1587.5
"30349","Riverdale","GA","Atlanta-Sandy Springs-Roswell","Clayton County",12,,,,,,1200,1245,1250,1200,1187.5,1250,1200,1200,1200,1200,1200,1200,1175,1200,1200,1150,1100,1125,1125,1150,1195,1200,1200,1195,1200,1200,1200,1200,1200,1200,1200,1175,1195,1200,1200,1225,1200,1150,1155,1195,1190,1195,1247,1200,1200,1200,1225,1250,1250,1235,1250,1250,1250,1225,1222.5,1250,1250,1285,1297.5,1250,1300,1237.5,1295,1295,1295,1299,1325,1299.5,1400,1450,1425,1495,1497.5,1495,1375,1333.5,1345,1350,1395,1445,1472.5,1450,1439.5,1400,1400,1395,1400,1397.5,1495,1480,1495,1495
"77433","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1800,1850,1772.5,1797.5,1750,1900,1825,1850,1750,1797.5,1987.5,1819,1895,1819,1800,1800,1800,1800,1849,1925,1900,2000,1800,2100,2025,1850,2025,1995,1875,1850,1875,1900,1899.5,1850,1887.5,1850,1900,1925,1950,1995,2000,2000,2099.5,1950,1900,1950,1912.5,1900,1900,1950,1950,1900,1900
"11206","New York","NY","New York-Newark-Jersey City","Kings County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3929,3833,3750,3650,3750,3599,3600,3600,3599,3500,3399,3400,3500,3914.5,3800,3600,3929,3999.5,3800,3800,3800,3845,3749.5,3800,3800,3799,3847.5,3800,3800,3800,3800,3800,3910,3990,4090,4025,3857.5,4100,3600,3895,3999.5,4125,4100,3774.5,4200,4092.5,3900,3847.5,3800,3850,3850,3850,3795,3700,3749.5,3799.5,3799,3802,3750,3850,4000,3799,3700,3849.5,3749,3200,3300
"77429","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.5,1750,1797.5,1800,1810,1950,1995,1985,1899.5,1847.5,1822,1825,1799,1799,1899,1850,1897.5,1895,1987.5,1800,1925,1900,1897,1850,1800,1800,1800,1862.5,1950,1750,1900,1824.5,1850,1850,1797.5,1837.5,1850,1812.5,1800,1845,1830,1850,1800,1797.5,1800,1900,1925,1812.5,1865,1897.5,1900,1950,1895,1895,1800,1800,1800,1795,1850
"10003","New York","NY","New York-Newark-Jersey City","New York County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600,6500,6450,6472.5,6425,6395,6139,6041.5,6347.5,6397.5,6500,6495,6500,6500,6495,6400,6400,6325,6000,6272.5,6345,6495,6497.5
"77479","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",16,,,,,,,,,,,,,,,,,,,,,,2190,2275,2300,2175,2400,2300,2300,2450,2400,2450,2300,2425,2200,2450,2500,2500,2425,2400,2375,2495,2450,2300,2250,2197.5,2200,2075,2375,2400,2350,2400,2600,2500,2500,2450,2500,2500,2500,2500,2488,2400,2400,2488,2497.5,2500,2425,2350,2450,2500,2475,2300,2250,2200,2200,2272.5,2300,2325,2400,2350,2300,2300,2250,2350,2400,2400,2400,2400,2395,2300,2300,2300,2287.5,2250,2250,2300,2300,2300
"30044","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1545,1600,1577,1600,1600,1599,1535,1597.5,1675,1650,1595,1590,1550,1550,1650,1600,1615,1647.5,1600,1680,1650,1685,1697.5,1750
"60613","Chicago","IL","Chicago-Naperville-Elgin","Cook County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2995,3097.5,3200,3195,2995,2945,2845,2800,2800,2800,2745,2995,3000,3100,3055,3085,3000,3000,3150,3150,3150,3150,2997.5
"30043","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,1572,1550,1559,1595,1625,1600,1615,1595,1595,1595,1600,1595,1595,1597.5,1675,1650,1650,1700,1701,1600,1600,1625,1637.5,1650,1662.5
"28277","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,2125,2097.5,2112.5,2187,2195,2157.5,2125,2100,2075,2022.5,2100,2095,2047.5,2100,2195,2100,2100,2200,2262.5,2195,2199,2200,2200
"78245","San Antonio","TX","San Antonio-New Braunfels","Bexar County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,1495,1495,1495,1495,1525,1575,1575,1575,1550,1500,1495,1495,1495,1525,1550,1575,1585,1562.5,1562.5,1550,1595,1595,1550,1595
"11221","New York","NY","New York-Newark-Jersey City","Kings County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3195,3100,3100,3100,3150,3100,3149.5,3200,3190,3199.5,3100,3000,3100,3200,3200,3200,3200,3297,3350,3399,3400,3450,3349,3300,3266,3200,3290,3295,3400,3400,3400,3400,3400,3400,3485,3300,3300,3400,3299.5,3399,3400,3399,3399,3450,3395,3300,3300,3199,3390,3399,3399,3475,3499.5,3499.5,3400,3472.5,3425,3450,3399,3200,3160
"77077","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2395,2750,2600,2775,2500,2500,2500,2490,2395,2650,2600,2650,2700,2800,2750,2712.5,2700,2800,2800,2700,2497.5,2500,2575,2600
"98052","Redmond","WA","Seattle-Tacoma-Bellevue","King County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287.5,3250,3125,3150,3000,2995,2925,3100,3175,3175,3495,3395,3467.5,3400,3225,3100,3000,3225,3255,3250
"77379","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1897.5,1850,1897.5,1810,1895,1750,1750,1787.5,1800,1787.5,1800,1770,1750,1750,1837.5,1895,1995,1879,1829.5,1859,1859,1895,1925,1925,1959,1954,1954.5,1950,1997,1862.5,1895,1775,1795,1950,1895,1895,1897.5,1800,1995,1730,1750,1690,1699,1800,1797.5,1795,1899.5,1875,1800,1850,1897.5,1890,1800,1850,1797.5,1812.5,1800,1800,1875,1837,1872.5,1895,1899,1825,1850,1950,1850,1850
"30024","Suwanee","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",27,,,,,,,1595,1600,1650,1595,1600,1595,1600,1600,1500,1572.5,1650,1685,1650,1650,1650,1700,1624.5,1600,1595,1650,1600,1650,1650,1695,1672.5,1600,1650,1680,1700,1774.5,1750,1747.5,1747,1700,1695,1700,1772.5,1825,1800,1794.5,1750,1750,1700,1750,1799,1799.5,1812.5,1800,1812.5,1750,1750,1850,1800,1900,1895,1850,1800,1850,1825,1807.5,1795,1850,1850,1800,1900,1799.5,1850,1850,1850,1893,1900,1943,1900,1896.5,1900,1945,1950,1950,1895,1892.5,1872.5,1950,1900,1900,1900,1950,1895,1895,1900,1950,1950
"33411","Royal Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2297,2300,2412.5,2350,2300,2300,2250,2258,2352.5,2400,2500,2490,2350,2500,2425,2450,2500,2423,2423,2500,2500,2500,2500
"60619","Chicago","IL","Chicago-Naperville-Elgin","Cook County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1400,1400,1350,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1275,1300,1250,1300,1375,1250,1250,1250
"28027","Concord","NC","Charlotte-Concord-Gastonia","Cabarrus County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1500,1540,1550,1625,1650,1585,1595,1550,1595,1670,1702.5,1725,1672.5,1650,1695,1695,1685,1647.5,1600,1662.5,1695,1650
"66062","Olathe","KS","Kansas City","Johnson County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,1899,1895,1925,1899.5,1875,1897,1895,1800,1795,1775,1745
"34787","Winter Garden","FL","Orlando-Kissimmee-Sanford","Orange County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2100,2125,2162.5,2175,2000,1995,2000,2100,2100,2195,2200,2200,2195,2250,2250,2200,2297.5,2250,2250,2200,2200,2200,2300,2355
"97229","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.5,2400,2350,2495,2599,2695,2595,2495,2350,2300,2395,2395,2372.5,2350,2300,2595,2595,2497.5,2495,2447.5,2415,2400,2400,2400,2427.5
"76063","Mansfield","TX","Dallas-Fort Worth-Arlington","Tarrant County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.5,2095,2095,1999.5,1950,1900,1950,1950,1950,1950,2000,2100,2125,2050,2095,1985,1949.5,1895,1995,1995,1995
"77459","Missouri City","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.5,2200,2095,2100,2050,1997.5,2050,1997.5,1997.5,1975,1975,1950,1950,1950,1950,2195,2100,2000,2125,2000,1995,1950,1925,2000,2000
"91709","Chino Hills","CA","Riverside-San Bernardino-Ontario","San Bernardino County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2600,2695,2700,2650,2600,2795,2800,2800,2800,2825,2795,2750,2700,2695,2700,2750,2750,2750,2825,2872.5,2950,2875,2850,2995,2972.5,2900
"79938","El Paso","TX","El Paso","El Paso County",37,,,,,,,,,,,,,,,,1370,1390,1350,1350,1295,1295,1350,1332.5,1300,1295,1237.5,1275,1275,1250,1250,1250,1250,1250,1250,1295,1295,1250,1200,1200,1200,1250,1250,1295,1250,1247.5,1250,1250,1250,1250,1200,1250,1250,1250,1250,1250,1250,1250,1250,1200,1200,1200,1250,1250,1250,1225,1200,1250,1175,1200,1275,1250,1295,1200,1250,1250,1250,1250,1250,1295,1250,1250,1200,1200,1200,1200,1250,1225,1262.5,1295,1295,1295,1312.5,1350,1295,1295,1250,1265
"11385","New York","NY","New York-Newark-Jersey City","Queens County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3400,3500,3500,3500,3550,3495,3400,3400,3500,3500,3475,3500,3100,3350,3300,3200,3399,3400,3400,3500,3499,3300,3345,3500,3450,3302,3300,3295,3350,3400,3400,3400,3400,3400,3300,3200,3375
"98012","Bothell","WA","Seattle-Tacoma-Bellevue","Snohomish County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2525,2550,2597.5,2650,2650,2600,2550,2500,2497,2500,2495,2500,2650,2700,2622.5,2787.5,2765,2662.5,2649,2595,2595,2600,2625,2650
"33647","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",40,,1850,1750,1885,2000,1975,1875,1800,1800,1750,1700,1750,1750,1850,1895,1897.5,1872.5,1895,1872.5,1895,1900,1800,1800,1800,1775,1800,1850,1897.5,1925,2000,2100,2000,1995,1990,2000,2000,1895,1850,1850,1850,1900,1917.5,1900,1895,1895,1850,1850,1905,1897.5,1895,1900,1925,1950,2000,1985,1950,1950,1910,1900,1850,1905,1925,1920,1950,1995,1997.5,1995,1985,2000,1910,1950,1962.5,1995,2000,1859,2000,2050,2085,2007.5,1997.5,2000,1995,1995,2000,1999.5,2000,2000,2100,2140,2125,2195,2050,2000,1995,2000,1995,2000
"92677","Laguna Niguel","CA","Los Angeles-Long Beach-Anaheim","Orange County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4150,4150,4300,4300,4400,4300,4400,4200,3974.5,3950,4000,4345,4447.5,4100,4275,4500,4550,4250,4250,4150,4250,4225,4350,4425
"30040","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",42,,,,,,,,,,,,,,,,1625,1750,1725,1637.5,1675,1550,1725,1675,1650,1600,1672.5,1749,1700,1550,1650,1695,1700,1700,1685,1695,1650,1650,1695,1662.5,1650,1695,1597.5,1625,1675,1695,1695,1695,1750,1697.5,1700,1795,1800,1750,1802.5,1782.5,1775,1700,1700,1695,1695,1695,1695,1692,1695,1820,1800,1772.5,1795,1695,1797.5,1712.5,1750,1700,1740,1800,1750,1795,1795,1750,1750,1795,1728,1750,1719,1795,1778,1763,1780,1847.5,1800,1800,1800,1750,1785,1762.5,1800,1825
"02148","Malden","MA","Boston-Cambridge-Newton","Middlesex County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2750,2700,2800,2800,2600,2400,2200,2200,2200,2450,2600,2600,2600,2600,2800,2862.5,2800,2700,2550,2525,2600,2600
"92336","Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2275,2295,2400,2400,2375,2450,2450,2497.5,2395,2350,2400,2450,2450,2450,2500,2500,2450,2450,2499,2450,2495,2462.5,2500,2500
"77845","College Station","TX","College Station-Bryan","Brazos County",45,,,,,,,,,,,,,,1545,1600,1600,1600,1595,1550,1497.5,1400,1400,1495,1500,1497.5,1650,1600,1597.5,1600,1595,1595,1500,1500,1550,1600,1592.5,1590,1600,1650,1650,1600,1637.5,1600,1650,1600,1795,1672.5,1695,1700,1700,1695,1700,1772.5,1800,1850,1800,1685,1650,1740,1900,2000,1900,1885,1747.5,1800,2000,1800,1600,1695,1835,1975,1800,1800,1900,1800,1800,1750,1700,1700,1600,1697.5,1800,1800,1800,1850,1900,1825,1800,1700,1700,1600,1600,1600,1600,1795,1800,1800
"65203","Columbia","MO","Columbia","Boone County",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.5,1350,1300,1300,1400,1550,1400,1350,1362.5,1350,1500,1500,1575,1695,1500
"77450","Cinco Ranch","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",47,,,,,,,,,,,,,,,,2325,2350,2300,2400,2050,2100,1850,1885,2050,2300,2100,1947.5,2200,2200,2200,2300,2275,2300,2200,2400,2350,2025,2099.5,2000,2000,2200,2300,2250,2272.5,2200,2100,2100,1950,1995,1995,2100,2225,2250,2300,2300,2200,2200,2150,2187.5,2100,2095,2050,2200,2200,2425,2300,2100,1972.5,1995,1897.5,1900,1900,1900,1925,1950,1950,2000,2000,2074.5,2099.5,2100,2150,2125,2060,1990,1997.5,2100,2085,2000,2000,1999.5,1995,2000,1955,2000,2000,1999
"76244","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",48,,,,,,,1495,1650,1662.5,1595,1694.5,1600,1600,1650,1650,1650,1600,1500,1600,1612.5,1595,1650,1600,1562.5,1550,1650,1612.5,1625,1637.5,1650,1628,1620,1650,1710,1695,1695,1695,1695,1675,1675,1700,1750,1700,1695,1675,1675,1725,1695,1600,1650,1725,1700,1785,1742.5,1712.5,1742.5,1795,1745,1795,1859,1795,1750,1750,1795,1745,1795,1800,1750,1725,1800,1750,2045,1850,1850,1850,1850,1892.5,1885,1895,1897.5,1850,1800,1800,1795,1795,1795,1850,1895,1895,1895,1900,1900,1995,1942,1915,1897.5,1890
"77095","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.5,1729,1700,1700,1700,1749.5,1750,1750,1825,1809,1799.5,1800,1800,1800,1800,1750,1800,1787.5,1795,1795,1799.5,1837.5,1800,1795,1797,1800,1800,1825,1825,1750,1785,1795,1750,1837,1790,1775,1625,1700,1725,1771.5,1775,1837.5,1800,1785,1760,1770,1800,1800,1795,1750,1800,1850,1875,1850,1825,1825,1750,1750,1750,1795,1700,1809.5
"28078","Huntersville","NC","Charlotte-Concord-Gastonia","Mecklenburg County",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.5,1850,1825,1899,1875,1895,1855,1875,1895,1850,1797.5,1795,1795,1775,1809.5,1850,1835,1820,1984.5,1995,1995,1895,1845,1772.5,1750
"92592","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",51,,,2100,2100,2099.5,2000,1997.5,1975,1950,2072.5,1899.5,1972.5,2100,1975,1985,1950,1995,1995,1995,2050,1995,2100,2050,2050,1999.5,1950,1950,1999.5,2050,2050,2000,2100,2000,2000,2000,2095,2095,2095,2025,2050,2100,2095,2100,2100,2099,2100,1995,2095,2095,2050,2050,2100,2100,2095,2050,2100,2150,2100,2097.5,2150,2154.5,2196,2195,2150,2200,2199,2195,2100,2197,2197,2125,2150,2300,2325,2400,2300,2375,2395,2350,2350,2400,2422.5,2400,2412.5,2485,2495,2450,2450,2400,2400,2495,2547.5,2425,2400,2495,2500,2499
"89117","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,1700,1725,1650,1500,1500,1600,1600,1600,1612.5,1665,1699,1662.5,1599.5,1825,1597.5,1650,1600,1650,1650,1700,1700,1700,1795,1845,1900,1950,1775,1895,1900,1800,1895,1995,1950,1972.5,2070,1950,1895,1825,1990,1950,1950,1980,1885
"30041","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,1925,1895,1900,2022.5,2000,2000,2000,1972.5,1955,1990,1950,1995,1950,1982.5,1900,1950,1995,1997,2000,2000,1950,1907.5,1900,1900,1900,2000
"32218","Jacksonville","FL","Jacksonville","Duval County",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1432,1497.5,1495,1495,1450,1492,1500,1550,1495,1495,1495,1486,1550,1550,1595,1595,1550,1550,1518.5,1550,1550,1550,1500
"30052","Loganville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.5,1450,1479,1495,1501,1528,1604.5,1515,1522.5,1495,1497.5,1500,1538.5,1550,1595,1595,1642.5,1649.5,1582.5,1595,1595,1585,1599,1595,1550
"75035","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1895,1990,1950,1995,1900,1900,1897.5,1875,1872.5,1900,1937.5,1850,1850,1850,1850,1875,1895,1850,1895,1972.5,1997.5,1997.5,1950,1990,1950,1995,2000,1975,2000,2050,2095,2000,2097.5,2100,2025,2000,2025,2000,2000,2000,2097.5,2045,2000,1997.5,2095,2100,2022.5,2100,2195,2125,2195,2150,2100,2095,2100,2197,2100,2100,2100,2175,2100,2100,2150,2195,2100,2100,2200
"32244","Jacksonville","FL","Jacksonville","Duval County",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1275.5,1299,1349.5,1300,1375,1395,1375,1295,1344,1315,1363,1399,1399,1450,1399,1399,1435.5,1397,1397,1450,1397,1407,1397,1395
