"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"77407","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850,1825,1850,1850,1900,1900,1900,2000,1950,1900,1950,1950,1999
"22554","Stafford","VA","Washington-Arlington-Alexandria","Stafford County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150,2150,2200,2250,2200,2275,2300,2200,2195,2200,2175,2200,2100
"75025","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1970,1900,1900,1950,1950,1995,2022.5,1995,1950,1950,1950,1972.5,1995,2095,2097.5,1995,1995,1999,1995,1950,1995,2000,2095,2000,2100,2150,2200,2100,2147.5,2100,2072,1999.5,2072.5,2000,2000,2100,2100,2150,2200,2146,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100,2100,2100,2100,2150,2195,2200,2250,2225,2147,2100,2125,2195
"75034","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2400,2422.5,2587,2450,2462.5,2395,2650,2450,2532.5,2700,2925,2900,2850,2600,2850,2972.5,2950,2995,2947.5,2872.5,2900,2662.5,2700
"33033","Homestead","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1600,1700,1800,1800,1800,1775,1800,1800,1800,1775,1850,1875,1835.5,1900,1772.5,1800,1850,1825,1847.5,1900,1900,1925,1900,1912.5,1945,1900,1850
"28173","Waxhaw","NC","Charlotte-Concord-Gastonia","Union County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,2080,2099,2089,1995,2097.5,2195,2195,2195,2095,2085,2090,2125,2100,2050,2165,2100,2100,2095,2112.5,2095,2025,2075,2037.5,1950
"66502","Manhattan","KS","Manhattan","Riley County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1440,1440,1400,1345,1325,1350,1277.5,1250,1200,1147.5,1277.5,1400,1400,1440,1395,1380,1300,1250,1200,1200,1200,1250,1300,1400,1400
"75024","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300,2262.5,2225,2195,2400,2500,2425,2295,2400,2400,2400,2495,2400
"32837","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1947.5,1938,1950,1950,2000,1995,1995,1995,2000,2100,2100,1987.5,1925,2050
"92037","San Diego","CA","San Diego-Carlsbad","San Diego County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500,7500,8000,8400,8000,7550,8000,7997.5,7995,7450,7500,8225,7500,7500,7995,7550,7500,6900,6997.5,8000,7500,8250,8500
"30809","Evans","GA","Augusta-Richmond County","Columbia County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1500,1575,1595,1562.5,1595,1625,1600,1550,1550,1595,1575,1595,1622.5,1550,1575,1562.5,1599.5,1650,1600,1550,1650,1675,1685,1600,1550
"53703","Madison","WI","Madison","Dane County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,2185,2087.5,2185,2090,2090,2000,1977.5,1935,1870,1995,2185,2185,2185,2007.5,2007.5
"30518","Sugar Hill","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1625,1625,1695,1699.5,1650,1640,1610,1600,1600,1612.5,1699.5,1722.5,1725,1737.5,1786,1800,1712.5,1695,1657.5,1700,1750,1730
"77406","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1985,1950,1985,2050,1999.5,1995,1900,1995,2000,1900,1900,1900,1972.5,2100,2100,1962.5,1950,1950,1850,1800,1795
"32746","Lake Mary","FL","Orlando-Kissimmee-Sanford","Seminole County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,2100,2195,2245,2350,2197.5,2200,2150,2022.5,2022.5,2047.5,2195,2295,2296,2200,2300,2325,2430,2300,2200,2295,2424.5,2336,2350
"32259","Fruit Cove","FL","Jacksonville","Saint Johns County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1872.5,1900,2150,1997.5,2067.5,2102.5,2075,1925,1950,1995,2034.5,2000,1992.5,1992.5,2031,2170,2095,2072.5,2000,2100,2000,2150,2095,2150
"77388","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1685,1695,1700,1725,1825,1822,1799,1750,1750,1750,1750,1750,1750,1750,1745,1699.5,1725,1760
"20148","Ashburn","VA","Washington-Arlington-Alexandria","Loudoun County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,2647.5,2700,2600,2750,2750,2790,2645,2800,2700,2590,2550,2600,2850,2750,2875,2825,2790,2770,2700,2800,2770,2750
"33179","Ives Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2550,2600,2750,2800,2750,2700,2750,2700,2725,2750,2950,3100,3100,3100,3100,2950,3000,2750,2950,3100
"77469","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825,1800,1800,1800,1850,1875,1850,1825,1900,1887,1862.5,1800,1850,1900
"30097","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2100,2025,2025,2050,2095,2200,2100,2050,2000,1995,2000,2050,2025,2050,2000,2100,2100,2100,2100,2197.5,2100,2100,2100,2150
"34746","Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1500,1495,1497.5,1495,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599.5,1537.5,1550,1600,1662.5,1699,1650,1650,1700,1750,1675,1650,1695,1695,1700,1685,1650
"34786","Windermere","FL","Orlando-Kissimmee-Sanford","Orange County",136,,,,,,,,,,,,,,1925,2200,2100,2100,2100,2200,2050,2250,2275,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2247.5,2200,2195,2100,2100,2100,2100,2100,2050,1900,2000,2000,2000,2050,1995,1990,2050,2085,2095,2200,2125,2200,2150,2350,2297.5,2225,2150,2100,2150,2200,2300,2350,2325,2395,2200,2200,2395,2200,2285,2300,2300,2397.5,2275,2500,2500,2450,2627.5,2525,2475,2450,2300,2400,2400,2537.5,2400,2400,2447.5,2400,2475,2500,2500,2500,2620,2585,2650
"93551","Palmdale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292.5,2250,2200,2100,2200,2282.5,2275,2255,2250,2312.5,2300,2200,2350,2350,2350,2297.5
"78109","Converse","TX","San Antonio-New Braunfels","Bexar County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1425,1475,1475,1495,1525,1545,1545,1495,1450,1495,1495
"43201","Columbus","OH","Columbus","Franklin County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1840,1800,1797,1740,1700,1650,1600,1600,1600,1887.5,2047.5,2030,1955,1900,1900
"89131","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695,1665,1672.5,1697,1800,1797.5,1822.5,1750,1825,1775,1795,1795,1775
"32824","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1587.5,1662.5,1695,1639.5,1600,1625,1695,1695,1755,1720.5,1750,1799,1749.5,1720,1750,1760,1800,1850,1850,1800,1850,1850,1862.5,1865,1850,1865
"33177","South Miami Heights","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199,2200,2200,2300,2300,2410,2335,2224.5,2296,2250,2207.5,2200,2225,2200,2229,2200,2187,2147.5,2199.5,2199.5,2055
"92009","Carlsbad","CA","San Diego-Carlsbad","San Diego County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,3695,3650,3695,4045,3950,3800,3855,3925,3995,4137.5,3850,4100,4195,4500,3772,3797.5,3882.5,3897.5
"30519","Buford","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",144,,,,,,,,,,,,,,,,1295,1300,1350,1350,1300,1295,1395,1375,1350,1395,1395,1395,1395,1310,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1550,1542.5,1500,1500,1525,1500,1507,1507.5,1500,1460,1522.5,1550,1595,1600,1610,1650,1640.5,1670,1650,1650,1650,1650,1676,1695,1700,1700,1710,1750,1700,1690,1700,1662.5,1700,1749,1777
"32712","Apopka","FL","Orlando-Kissimmee-Sanford","Orange County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1825,1755,1760,1779.5,1783,1775,1800,1800,1795,1799,1795,1815,1795,1850,1875,1860,1797.5,1795,1795,1800
"30813","Grovetown","GA","Augusta-Richmond County","Columbia County",146,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1285,1300,1300,1300,1350,1395,1395,1395,1350,1375,1250,1312.5,1262.5,1300,1350,1350,1400,1400,1400,1350,1350,1397.5,1412.5,1395,1375,1362.5,1350,1350,1325,1395,1450,1400,1400,1400,1400,1400,1400,1395,1395
"93311","Bakersfield","CA","Bakersfield","Kern County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1650,1674.5,1700,1700,1795,1795,1800,1830,1850,1850,1825,1800,1875
"02127","Boston","MA","Boston-Cambridge-Newton","Suffolk County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4500,4800,4800,4800,4400,4200,4000,4000,4200,4200,4000,3995,4600,4500,4500,4800,4800,4500,4400,4000,4000,4000,4400
"33196","The Hammocks","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",149,,,,2025,2150,2150,2150,2292.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2270,2300,2200,2185,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2289,2299,2265,2275,2299,2299,2250,2295,2250,2272.5,2310,2300,2300,2300,2350,2300,2227.5,2282.5,2325,2272.5,2300,2300,2290,2292.5,2300,2400,2350,2300,2300,2300,2250,2450,2350,2500,2300,2450,2395,2250,2212.5,2250,2300,2292,2400,2450,2410.5,2449.5,2485,2500,2500,2450,2475,2500,2500,2450,2500,2540,2497.5,2500,2500,2500,2500,2500,2474.5,2450
"19121","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",150,,,,,,,,,,,,2200,2400,2280,2300,2200,2200,2100,2000,2000,2000,2100,2200,2260,2200,2260,2300,2260,2100,2100,2000,2000,2000,2200,2400,2150,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000,2200,2200,2400,2200,2200,2200,2200,2200,2200,2200,2162.5,2200,2400,2300,2300,2280,2260,2200,2200,2200,2200,2100,2100,2340,2400,2400,2400,2340
"75013","Allen","TX","Dallas-Fort Worth-Arlington","Collin County",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,2425,2450,2425,2348,2475,2400,2397.5,2500,2372.5,2500,2300,2295,2300,2300,2300,2447.5,2595,2400,2450,2395,2390,2390,2392.5
"30039","Snellville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1469,1495,1479.5,1487,1559,1539.5,1499,1495,1487.5,1495,1495,1495,1505.5,1500,1564,1560.5,1556,1562,1549.5,1550,1506,1500,1520,1581
"91765","Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5,2950,2950,3100,3000,2950,2900,2950,2950,2950,2975
"77498","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1797.5,1850,1825,1850,1875,1875,1875,1800,1812.5,1795,1850,1825,1750,1750,1750,1700,1700,1700
"02130","Boston","MA","Boston-Cambridge-Newton","Suffolk County",155,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3200,3150,3200,3200,3000,3000,3200,3200,3200,3000,3000,3100,3200,3100,3000,3000,3000,3100,3050,3325,3300,3400,3400,3400,3400,3225,3200,3000,3000,3000,3200,3400,3500,3400,3400,3400,3400,3400,3400,3400,3200,3250,2975,3300,3450,3475,3600,3600,3650,3600,3495,3495,3495,3500,3600,3600,3600,3600,3600,3695,3700,3700,3550,3400,3300,3300,3300,3500
"02472","Watertown","MA","Boston-Cambridge-Newton","Middlesex County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,3000,2950,2950,2900,2850,2850,2850,3300,3300,3250,3200,3000,3000,3000,2900,2800,2800,3000,3100
"33018","Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587.5,2700,2750,2700,2675,2750,2700,2737.5,2787.5,2787.5,2700,2650,2625,2600,2700,2700,2700,2650,2680,2725,2650,2700,2700,2700,2700
"30019","Dacula","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5,1600,1642,1600,1587,1575,1580,1545,1595,1550,1595,1600,1675,1670,1700,1650,1650,1650,1695,1680,1680,1695,1697.5
"33428","Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2796,2757,2700,2760,2775,2725,2690,2587.5,2799.5,2850,2800,2800
"89128","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1487.5,1700,1600,1672.5,1737.5,1650,1650,1600,1595,1605,1600,1600,1700,1795,1699,1712,1750,1795,1795,1724.5,1699.5,1750,1825
"33032","Princeton","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2075,1875,1800,1800,1877.5,2000,2000,1999,1950,1950,1962.5,1950,1950,1925,1950,1950,2000,1975,1950,1962.5,2000,1950,1972.5,1950,1925,1950,1950,1890,1950
"02128","Boston","MA","Boston-Cambridge-Newton","Suffolk County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2950,2900,2900,2950,3100,3000,3000,3000,3000,3100,3100,3100,3100,3200,3200,3100,3100,3100,3000,3000,3000,3250
"02139","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",163,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,4000,3750,3800,3850,3800,3975,3975,3800,3800,3950,3950,3900,3850,3825,4000,4000,3800,3800,3574.5,3599,3800,3850,3925,4000,4000,4000,3800,3800,3600,3300,3250,3350,3500,3600,4000,4200,4400,4100,4000,4150,4000,3825,3900,3800,4000,4100,4195,4250,4400,4400,4300,4200,4150,4000,4000,4000,4000,4500,4500,4450,4400,4299.5,4400,4450,4400,4700,4700,4500,4500
"30213","Fairburn","GA","Atlanta-Sandy Springs-Roswell","Fulton County",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1525,1555,1500,1542.5,1512.5,1560,1530,1525,1475,1537.5,1524.5,1519,1509.5,1532,1587.5,1587.5,1599.5,1695
"02138","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4800,4600,4500,4500,4500,4000,4100,4000,4000,4000,4100,4500,4400,4400,4400,4200,4400,4400,4200,4400,4400
"33193","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2295,2295,2174.5,2212.5,2300,2365,2300,2300,2400,2300,2420,2425,2440,2370.5,2395,2400,2500,2440,2300,2345,2359,2300
"94582","San Ramon","CA","San Francisco-Oakland-Hayward","Contra Costa County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995,4250,4200,4200,4050,4200,4100,4000,4000,4125,3800,3950,4000,4050
"89139","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519.5,1600,1537.5,1595,1600,1695,1600,1600,1662.5,1650,1650,1750,1895,1695,1645,1650,1695,1800,1850,1750,1710,1795,1750,1772.5
"98006","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3495,3400,3300,3500,3599,3300,3300,3200,3200,3200,3350,3395,3225,3495,3495,3350,3400,3300,3300,3250,3600,3550,3500
"02446","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",170,,,,,,,,,,,,3300,3400,3475,3500,3600,3600,3600,3600,3600,3600,3700,3700,3700,3700,3750,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3900,4000,4000,4100,4000,4000,3900,3800,3700,3700,3800,3900,3950,4000,4000,4000,4000,4000,4000,3950,3800,3800,4000,4000,4200,4200,4150,4100,4000,4000,4000,3950,3900,3875,3800,4000,4400,4450,4200,4200,4200,4100,4100,4200,4100,4100,4450,4700,4500,4500,4500,4400,4400,4500,4800,4725,4500,4400,4600,4600,4700
"92591","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2172.5,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300,2300,2350,2325,2300,2250,2295,2395,2275,2200,2362.5
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",172,,2450,2500,2600,2545,2500,2600,2650,2625,2697.5,2625,2600,2500,2500,2600,2700,2600,2600,2570,2600,2672.5,2650,2595,2650,2700,2600,2700,2800,2650,2625,2600,2650,2600,2572.5,2512.5,2500,2575,2575,2575,2575,2600,2675,2600,2650,2600,2512.5,2500,2500,2550,2500,2500,2595,2625,2600,2624.5,2600,2650,2600,2595,2600,2697.5,2650,2600,2625,2595,2665,2595,2597.5,2685,2695,2500,2500,2700,2680,2647,2677,2642.5,2600,2700,2699.5,2625,2600,2662.5,2650,2750,2762.5,2800,2675,2850,2800,2785,2690,2837.5,2875,3000,3000,3050
"32092","Saint Augustine","FL","Jacksonville","Saint Johns County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1775,1797.5,1862.5,1875,1895,1895,1895,1885,1812.5,1847.5,1925,1895,1895,1967.5,1925,1992.5,1995,1995,1950,1932,1850,1850,1850,1850
"94531","Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2387.5,2400,2400,2400,2400,2495,2500,2400,2495,2450,2500,2500,2500,2500,2500
"89178","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1497.5,1595,1595,1550,1595,1595,1600,1625,1595,1650,1672.5,1595,1525,1665,1695,1650,1637.5,1650,1695,1700,1662.5,1697.5,1772.5,1697.5
"76227","Aubrey","TX","Dallas-Fort Worth-Arlington","Denton County",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.5,1747.5,1800,1862.5,1862.5,1850,1912.5,1860.5,1850,1839,1858,1875
"32065","Orange Park","FL","Jacksonville","Clay County",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1660,1625,1572,1605,1620,1600,1595,1592.5,1600,1695,1684,1600,1695,1700,1695,1715,1640,1605,1635,1620
